##2015년 8월 31일 http://www.krx.co.kr/에서 다운로드받음. ,,,,,,,,,,,,http://financialfreedom.kr/834,
market,code,company,categoryCode,category,stocks,capitalStock,parValue,currency,tel,address,code.yahoo,code.google,
코스닥,214180,민앤지,106309,기타 정보 서비스업,"5,685,314","2,842,657,000",500,원(KRW),02-929-4463,서울특별시 강남구 언주로 726 두산빌딩,214180.KQ,KOSDAQ:214180,
코스닥,018700,바른손,095601,음식점업,"11,122,190","11,122,190,000","1,000",원(KRW),02 -596-4411,"경기도 고양시 일산동구 정발산로 21501호(장항동, 제이3타워)",018700.KQ,KOSDAQ:018700,
코스닥,035620,바른손이앤에이,105802,소프트웨어 개발 및 공급업,"65,481,808","32,740,904,000",500,원(KRW),070-7609-1404,서울특별시 강남구 봉은사로 509 수당빌딩 4층,035620.KQ,KOSDAQ:035620,
코스닥,064520,바른전자,032601,반도체 제조업,"49,828,472","24,914,236,000",500,원(KRW),031-8020-6000,경기도 화성시 동탄면 경기동로 548,064520.KQ,KOSDAQ:064520,
코스닥,053030,바이넥스,032102,의약품 제조업,"30,896,448","15,448,224,000",500,원(KRW),(051)261-6611,부산광역시 사하구 다대로 368-3,053030.KQ,KOSDAQ:053030,
코스닥,084990,바이로메드,137001,자연과학 및 공학 연구개발업,"14,197,877","7,098,938,500",500,원(KRW),(02)873-8330,서울시 관악구 관악로 599번지 서울대학교 자연과학대학 기초과학연구동(203동),084990.KQ,KOSDAQ:084990,
코스닥,064550,바이오니아,032103,의료용품 및 기타 의약관련제품 제조업,"14,013,008","7,006,504,000",500,원(KRW),042-936-8500,대전광역시 대덕구 문평서로 8-11 (주)바이오니아,064550.KQ,KOSDAQ:064550,
코스닥,052260,바이오랜드,032004,기타 화학제품 제조업,"15,000,000","7,500,000,000",500,원(KRW),041-550-7700,충청남도 천안시 동남구 병천면 송정리2길 59,052260.KQ,KOSDAQ:052260,
코스닥,038460,바이오스마트,032602,전자부품 제조업,"16,613,085","8,306,542,500",500,원(KRW),02-3218-9000,서울특별시 성동구 광나루로 172-,038460.KQ,KOSDAQ:038460,
코스닥,086040,바이오톡스텍,137001,자연과학 및 공학 연구개발업,"14,419,623","7,209,811,500",500,원(KRW),043-210-7777,충청북도 청주시 청원구 오창읍 연구단지로 53,086040.KQ,KOSDAQ:086040,
코스닥,043150,바텍,032701,의료용 기기 제조업,"14,854,256","7,427,128,000",500,원(KRW),031-679-2000,경기도 화성시 삼성1로2길 13(석우동),043150.KQ,KOSDAQ:043150,
코스닥,046310,백금T&A,032604,통신 및 방송 장비 제조업,"11,451,000","5,725,500,000",500,원(KRW),031-488-7900,"경기도 군포시 엘에스로 153-18(산본동) L&C타워 4,5,6층",046310.KQ,KOSDAQ:046310,
코스닥,066110,백산OPC,032603,컴퓨터 및 주변장치 제조업,"25,817,134","12,908,567,000",500,원(KRW),043-536-7561,충북 진천군 덕산면 용몽리 282,066110.KQ,KOSDAQ:066110,
코스닥,036620,버추얼텍,074607,기타 전문 도매업,"14,867,404","7,433,702,000",500,원(KRW),02 -333 -3012,서울시 마포구 마포대로25 신한DM빌딩 12층,036620.KQ,KOSDAQ:036620,
코스닥,019660,베리타스,116601,금융지원 서비스업,"18,663,047","9,331,523,500",500,원(KRW),02-2139-9290,서울특별시 구로구 디지털로31길 19 구로동 에이스테크노타워 2차 707호,019660.KQ,KOSDAQ:019660,
코스닥,177350,베셀,032902,특수 목적용 기계 제조업,"5,445,662","2,722,831,000",500,원(KRW),031-683-3953,경기도 평택시 청북면 오금길 14-39,177350.KQ,KOSDAQ:177350,
코스닥,014100,보령메디앙스,032004,기타 화학제품 제조업,"10,800,000","5,400,000,000",500,원(KRW),02 -708 -8365,서울특별시 종로구 창경궁로 136 보령빌딩,014100.KQ,KOSDAQ:014100,
코스닥,006910,보성파워텍,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","34,253,279","17,126,639,500",500,원(KRW),031 -491 -0311,경기도 안산시 단원구 범지기로 104 보성파워텍(주),006910.KQ,KOSDAQ:006910,
코스닥,026260,보타바이오,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업","24,410,312","12,205,156,000",500,원(KRW),02-558-3921,서울특별시 강남구 언주로 641 (논현동) 워터게이트빌딩 5층,026260.KQ,KOSDAQ:026260,
코스닥,025270,부산방직,031301,방적 및 가공사 제조업,"8,000,000","4,000,000,000",500,원(KRW),051 -292 -0131,부산 사하구 신평동 650-4,025270.KQ,KOSDAQ:025270,
코스닥,008470,부스타,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","8,341,600","4,170,800,000",500,원(KRW),043-536-9107,충청북도 진천군 이월면 고등2길 18 (주)부스타보일러,008470.KQ,KOSDAQ:008470,
코스닥,100120,뷰웍스,032701,의료용 기기 제조업,"10,001,865","5,000,932,500",500,원(KRW),070-7011-6190,경기도 안양시 동안구 부림로 17041-3,100120.KQ,KOSDAQ:100120,
코스닥,064480,브리지텍,105802,소프트웨어 개발 및 공급업,"11,952,500","6,176,250,000",500,원(KRW),02-3430-4114,"서울특별시 영등포구 여의나루로 27 사학연금관리공단 14,15층",064480.KQ,KOSDAQ:064480,
코스닥,033560,블루콤,032605,영상 및 음향기기 제조업,"19,200,000","9,600,000,000",500,원(KRW),032-810-0500,인천광역시 연수구 벤처로 116 (주)블루콤,033560.KQ,KOSDAQ:033560,
코스닥,200780,비씨월드제약,032102,의약품 제조업,"6,673,848","1,334,769,600",200,원(KRW),031-881-6800,경기도 여주시 가남읍 여주남로 872-23,200780.KQ,KOSDAQ:200780,
코스닥,052900,비아이이엠티,032202,플라스틱제품 제조업,"36,062,951","18,031,475,500",500,원(KRW),(041)539-6114,충청남도 아산시 음봉면 연암율금로 330 비아이이엠티,052900.KQ,KOSDAQ:052900,
코스닥,141000,비아트론,032902,특수 목적용 기계 제조업,"10,854,028","5,427,014,000",500,원(KRW),070-4016-3200,경기도 수원시 권선구 산업로155번길 139 (고색동),141000.KQ,KOSDAQ:141000,
코스닥,045970,비에스이,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","13,222,429","6,611,214,500",500,원(KRW),032-500-1721,인천광역시 남동구 남동서로 193 (주)비에스이홀딩스,045970.KQ,KOSDAQ:045970,
코스닥,090460,비에이치,032602,전자부품 제조업,"15,634,888","7,817,444,000",500,원(KRW),032-510-2000,인천광역시 부평구 평천로199번길 25,090460.KQ,KOSDAQ:090460,
코스닥,083650,비에이치아이,032901,일반 목적용 기계 제조업,"26,000,000","13,000,000,000",500,원(KRW),055-585-3800,경상남도 함안군 군북면 장백로 122,083650.KQ,KOSDAQ:083650,
코스닥,086670,비엠티,032901,일반 목적용 기계 제조업,"8,146,529","4,073,264,500",500,원(KRW),055-783-1000,경상남도 양산시 산막공단남11길 35 (주)BMT,086670.KQ,KOSDAQ:086670,
코스닥,082920,비츠로셀,032802,일차전지 및 축전지 제조업,"12,857,174","6,428,587,000",500,원(KRW),041-330-0236,충청남도 예산군 신암면 추사로 235-35 비츠로셀,082920.KQ,KOSDAQ:082920,
코스닥,054220,비츠로시스,032801,"전동기, 발전기 및 전기 변환 공급 제어 장치 제조업","40,279,128","20,139,564,000",500,원(KRW),(02)460-2000,서울특별시 성동구 성덕정길 151 (주)비츠로시스,054220.KQ,KOSDAQ:054220,
코스닥,042370,비츠로테크,032801,"전동기, 발전기 및 전기 변환 공급 제어 장치 제조업","13,481,317","6,740,658,500",500,원(KRW),02 -4602-021,경기도 안산시 단원구 별망로 327 비츠로테크,042370.KQ,KOSDAQ:042370,
코스닥,032850,비트컴퓨터,105802,소프트웨어 개발 및 공급업,"16,623,293","8,311,646,500",500,원(KRW),02 -3486-1234,서울특별시 서초구 서초대로74길 33,032850.KQ,KOSDAQ:032850,
코스닥,093190,빅솔론,032603,컴퓨터 및 주변장치 제조업,"10,200,000","5,100,000,000",500,원(KRW),031-218-5500,"경기도 성남시 분당구 판교역로241번길 20 삼평동, 미래에셋벤처타워 7층,8층",093190.KQ,KOSDAQ:093190,
코스닥,065450,빅텍,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","24,500,000","4,900,000,000",200,원(KRW),(031)631-7301,경기도 이천시 마장면 덕이로 180-31,065450.KQ,KOSDAQ:065450,
코스닥,069540,빛과전자,032604,통신 및 방송 장비 제조업,"6,316,112","3,158,056,000",500,원(KRW),(042)930-7700,대전광역시 대덕구 문평동로 68 (주)빛과전자,069540.KQ,KOSDAQ:069540,
코스닥,072950,빛샘전자,032602,전자부품 제조업,"6,000,000","3,000,000,000",500,원(KRW),031-288 -3420,경기도 용인시 기흥구 언동로 53-11 빛샘전자 (청덕동),072950.KQ,KOSDAQ:072950,
코스닥,143240,사람인에이치알,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업","11,634,263","5,817,131,500",500,원(KRW),02-2025-4733,서울특별시 구로구 디지털로34길 43 코오롱싸이언스밸리1차 201호,143240.KQ,KOSDAQ:143240,
코스닥,123260,사파이어테크놀로지,032601,반도체 제조업,"8,327,769","4,163,884,500",500,원(KRW),031-297-3551,경기도 화성시 향남읍 발안공단로4길 65 사파이어테크놀로지 발안공장,123260.KQ,KOSDAQ:123260,
코스닥,016100,산성앨엔에스,032004,기타 화학제품 제조업,"17,939,517","8,969,758,500",500,원(KRW),031-498-5522,경기도 안산시 단원구 번영2로 81,016100.KQ,KOSDAQ:016100,
코스닥,100090,삼강엠앤티,032401,1차 철강 제조업,"13,636,075","6,818,037,500",500,원(KRW),055-391-7020,경상남도 고성군 동해면 내산리 159-13,100090.KQ,KOSDAQ:100090,
코스닥,122350,삼기오토모티브,033003,자동차 부품 제조업,"30,827,256","3,082,725,600",100,원(KRW),031-680-0826,경기도 평택시 포승읍 도곡리 1217,122350.KQ,KOSDAQ:122350,
코스닥,014970,삼륭물산,031702,"골판지, 종이 상자 및 종이 용기 제조업","15,125,000","7,562,500,000",500,원(KRW),032-321-0091,경기도 파주시 월롱면 통일로644번길 35,014970.KQ,KOSDAQ:014970,
코스닥,158380,삼목강업,033003,자동차 부품 제조업,"10,200,000","10,455,350,000","1,000",원(KRW),031-412-0316,경기도 안산시 단원구 해안로 354(초지동),158380.KQ,KOSDAQ:158380,
코스닥,018310,삼목에스폼,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","9,800,000","4,900,000,000",500,원(KRW),02 -561 -0941,경기도 안성시 미양면 안성맞춤대로 474-40,018310.KQ,KOSDAQ:018310,
코스닥,053700,삼보모터스,033003,자동차 부품 제조업,"11,393,540","5,696,770,000",500,원(KRW),053-582-9230,대구광역시 달서구 성서동로 142,053700.KQ,KOSDAQ:053700,
코스닥,009620,삼보산업,032402,1차 비철금속 제조업,"1,400,000","700,000,000",500,원(KRW),055 -552-7130 -,경상남도 창원시 진해구 남의로21번길 36,009620.KQ,KOSDAQ:009620,
코스닥,023600,삼보판지,031701,"펄프, 종이 및 판지 제조업","14,000,000","7,000,000,000",500,원(KRW),031-319-6523,경기도 부천시 원미구 조마루로385번길 96(원미동),023600.KQ,KOSDAQ:023600,
코스닥,111870,삼본정밀전자,032605,영상 및 음향기기 제조업,"9,500,000","4,750,000,000",500,원(KRW),032-683-7300,경기도 부천시 오정구 삼작로107번길 52,111870.KQ,KOSDAQ:111870,
코스닥,009300,삼아제약,032102,의약품 제조업,"6,370,000","6,370,000,000","1,000",원(KRW),02 -2056-7212,강원도 원주시 문막읍 동화공단로 49,009300.KQ,KOSDAQ:009300,
코스닥,054540,삼영엠텍,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","13,544,827","6,772,413,500",500,원(KRW),(055)589-7000,경상남도 함안군 칠서면 삼칠로 631-35,054540.KQ,KOSDAQ:054540,
코스닥,065570,삼영이엔씨,032604,통신 및 방송 장비 제조업,"8,800,000","4,400,000,000",500,원(KRW),(051)601-6666,부산광역시 영도구 상리로 69,065570.KQ,KOSDAQ:065570,
코스닥,082660,삼우엠스,032604,통신 및 방송 장비 제조업,"11,046,192","5,523,096,000",500,원(KRW),053-605-8500,대구광역시 달서구 성서공단북로 77-20 크루셜엠스(주),082660.KQ,KOSDAQ:082660,
코스닥,073640,삼원테크,032509,기타 금속가공제품 제조업,"26,900,000","13,450,000,000",500,원(KRW),055-213-7000,경남 창원시 성주동 30-5번지,073640.KQ,KOSDAQ:073640,
코스닥,032280,삼일,084903,도로 화물 운송업,"14,698,439","14,698,439,000","1,000",원(KRW),054 -289 -1061,경상북도 포항시 남구 대송면 송덕로 125-15(옥명리),032280.KQ,KOSDAQ:032280,
코스닥,002290,삼일기업공사,064101,건물 건설업,"12,400,000","6,200,000,000",500,원(KRW),02 -564 -3131,서울특별시 강남구 언주로 329,002290.KQ,KOSDAQ:002290,
코스닥,037460,삼지전자,032604,통신 및 방송 장비 제조업,"13,830,664","7,065,332,000",500,원(KRW),02-850-8031,서울특별시 금천구 가산디지털2로 169-21,037460.KQ,KOSDAQ:037460,
코스닥,032750,삼진,032604,통신 및 방송 장비 제조업,"6,000,000","3,000,000,000",500,원(KRW),031 -467 -5847,경기도 안양시 만안구 안양천서로 81 (주)삼진,032750.KQ,KOSDAQ:032750,
코스닥,054090,삼진엘앤디,032602,전자부품 제조업,"21,553,554","10,776,777,000",500,원(KRW),031-379-2000,경기도 화성시 동탄면 동탄기흥로 64-17,054090.KQ,KOSDAQ:054090,
코스닥,000250,삼천당제약,032102,의약품 제조업,"21,052,907","10,526,453,500",500,원(KRW),02-2046-1235,경기도 화성시 향남읍 제약공단2길 71,000250.KQ,KOSDAQ:000250,
코스닥,024950,삼천리자전거,074604,가정용품 도매업,"13,273,577","6,636,788,500",500,원(KRW),02 -2194-3021,서울특별시 강남구 강남대로 606 삼주빌딩 5층 삼천리자전거(주),024950.KQ,KOSDAQ:024950,
코스닥,017480,삼현철강,032401,1차 철강 제조업,"15,702,890","8,551,445,000",500,원(KRW),055 -252 -6060,경상남도 창원시 성산구 중앙대로 60 신한은행빌딩 5층,017480.KQ,KOSDAQ:017480,
코스닥,046390,삼화네트웍스,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","42,782,933","8,556,586,600",200,원(KRW),02-3454-1500,서울특별시 강남구 선릉로91길 8 신아트스페이스빌딩 5층,046390.KQ,KOSDAQ:046390,
코스닥,027580,상보,032602,전자부품 제조업,"21,647,587","10,823,793,500",500,원(KRW),031-987-9900,경기도 김포시 통진읍 대서명로 50,027580.KQ,KOSDAQ:027580,
코스닥,091580,상신이디피,032802,일차전지 및 축전지 제조업,"11,295,050","5,647,525,000",500,원(KRW),031-205-9242,경기도 수원시 영통구 덕영대로1483번길 36,091580.KQ,KOSDAQ:091580,
코스닥,089980,상아프론테크,032202,플라스틱제품 제조업,"12,535,414","6,267,707,000",500,원(KRW),032-451-7700,인천광역시 남동구 남동대로369번길 18,089980.KQ,KOSDAQ:089980,
코스닥,042600,새로닉스,032602,전자부품 제조업,"12,423,574","6,211,787,000",500,원(KRW),054-463-7945,경상북도 구미시 수출대로9길 36 (주)새로닉스,042600.KQ,KOSDAQ:042600,
코스닥,038070,서린바이오,074607,기타 전문 도매업,"5,671,894","2,835,947,000",500,원(KRW),031-628-3000,경기도 성남시 분당구 삼평동 694-1 코리아바이오파크(KOREA BIO PARK) A동 4층,038070.KQ,KOSDAQ:038070,
코스닥,006730,서부T&D,074608,상품 종합 도매업,"34,332,265","17,166,132,500",500,원(KRW),02 -2689 -0035,서울특별시 양천구 신정로 167,006730.KQ,KOSDAQ:006730,
코스닥,079650,서산,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","400,000","2,000,000,000","5,000",원(KRW),(062)950-5000,광주광역시 광산구 하남산단4번로 143,079650.KQ,KOSDAQ:079650,
코스닥,100660,서암기계공업,032901,일반 목적용 기계 제조업,"12,600,000","6,300,000,000",500,원(KRW),062-960-5000,광주광역시 광산구 하남산단8번로 127-15 (안청동),100660.KQ,KOSDAQ:100660,
코스닥,046890,서울반도체,032601,반도체 제조업,"58,305,400","29,152,700,000",500,원(KRW),02-3281-6269,서울특별시 금천구 시흥대로153길 59,046890.KQ,KOSDAQ:046890,
코스닥,036120,서울신용평가,147509,기타 사업지원 서비스업,"35,500,000","17,750,000,000",500,원(KRW),02 -3445-5000,서울특별시 마포구 토정로 144 건양사빌딩,036120.KQ,KOSDAQ:036120,
코스닥,063170,서울옥션,074601,상품 중개업,"16,917,500","8,458,750,000",500,원(KRW),02-395-0330~4,서울 종로구 평창동 98,063170.KQ,KOSDAQ:063170,
코스닥,027040,서울전자통신,032801,"전동기, 발전기 및 전기 변환 공급 제어 장치 제조업","60,541,638","30,270,819,000",500,원(KRW),032-363-4111,"인천광역시 부평구 부평대로 301 (청천동, 남광센트렉스 709호)",027040.KQ,KOSDAQ:027040,
코스닥,018680,서울제약,032102,의약품 제조업,"7,117,991","3,558,995,500",500,원(KRW),02-3470-2300,"경기도 시흥시 경제로 59, 603(정왕동,시화공단1라)",018680.KQ,KOSDAQ:018680,
코스닥,093920,서원인텍,032604,통신 및 방송 장비 제조업,"18,600,000","9,300,000,000",500,원(KRW),031-428-9500,경기도 군포시 엘에스로115번길 69 -,093920.KQ,KOSDAQ:093920,
코스닥,189860,서전기전,032801,"전동기, 발전기 및 전기 변환 공급 제어 장치 제조업","4,849,390","2,424,695,000",500,원(KRW),031-426-5506,경기도 이천시 대월면 대월로 667번길 38-19 (주)서전기전 (이천대월 일반산업단지 내),189860.KQ,KOSDAQ:189860,
코스닥,122690,서진오토모티브,033003,자동차 부품 제조업,"16,032,475","8,016,237,500",500,원(KRW),031-496-1500,경기도 시흥시 공단1대로 313,122690.KQ,KOSDAQ:122690,
코스닥,011370,서한,064101,건물 건설업,"100,894,865","50,447,432,500",500,원(KRW),053 -741 -9980,대구광역시 수성구 명덕로 415 서한빌딩,011370.KQ,KOSDAQ:011370,
코스닥,065710,서호전기,032801,"전동기, 발전기 및 전기 변환 공급 제어 장치 제조업","5,150,000","2,575,000,000",500,원(KRW),(031)463-6612,경기도 안양시 동안구 귀인로 9,065710.KQ,KOSDAQ:065710,
코스닥,033790,서화정보통신,032604,통신 및 방송 장비 제조업,"11,411,400","5,705,700,000",500,원(KRW),031-345-5100,경기도 안양시 동안구 부림로 17041-13,033790.KQ,KOSDAQ:033790,
코스닥,035890,서희건설,064101,건물 건설업,"159,937,200","79,968,600,000",500,원(KRW),02 -3416-6644,"경기도 성남시 분당구 수내로46번길 4 경동빌딩 (수내동,경동빌딩8층)",035890.KQ,KOSDAQ:035890,
코스닥,003100,선광,085209,기타 운송관련 서비스업,"6,600,000","6,600,000,000","1,000",원(KRW),032 -8806-562,인천 중구 항동 34-2,003100.KQ,KOSDAQ:003100,
코스닥,123420,선데이토즈,105802,소프트웨어 개발 및 공급업,"32,253,838","3,225,383,800",100,원(KRW),070-8260-8000,경기도 성남시 분당구 황새울로 346(서현동),123420.KQ,KOSDAQ:123420,
코스닥,014620,성광벤드,032401,1차 철강 제조업,"28,600,000","14,300,000,000",500,원(KRW),051-3300-200,부산광역시 강서구 녹산산단262로 26,014620.KQ,KOSDAQ:014620,
코스닥,037350,성도이엔지,137201,"건축기술, 엔지니어링 및 관련기술 서비스업","15,370,000","7,685,000,000",500,원(KRW),02 -6244-5200,서울특별시 강남구 영동대로106길 42,037350.KQ,KOSDAQ:037350,
코스닥,081580,성우전자,032604,통신 및 방송 장비 제조업,"14,600,000","7,300,000,000",500,원(KRW),031-362-3100,"경기도 안산시 단원구 번영로 68 (성곡동, 시화공단 4마 606호)",081580.KQ,KOSDAQ:081580,
코스닥,045300,성우테크론,032602,전자부품 제조업,"7,978,687","3,989,343,500",500,원(KRW),055-279-8400,경남 창원시 성산구 성주동 24-6,045300.KQ,KOSDAQ:045300,
코스닥,015750,성우하이텍,033003,자동차 부품 제조업,"60,000,000","30,000,000,000",500,원(KRW),070-7477-5450,부산광역시 기장군 정관면 농공길 2-9 (주)성우하이텍,015750.KQ,KOSDAQ:015750,
코스닥,080470,성창오토텍,033003,자동차 부품 제조업,"7,300,000","3,650,000,000",500,원(KRW),031-650-5400,경기도 안성시 원곡면 청원로 1785-14,080470.KQ,KOSDAQ:080470,
코스닥,043260,성호전자,032602,전자부품 제조업,"29,506,142","14,753,071,000",500,원(KRW),(02)855-5931,서울특별시 금천구 가산디지털1로 205-17,043260.KQ,KOSDAQ:043260,
코스닥,053060,세동,033003,자동차 부품 제조업,"13,468,840","6,734,420,000",500,원(KRW),055-382-0601~4,부산광역시 기장군 장안읍 장안산단 8로 8,053060.KQ,KOSDAQ:053060,
코스닥,017510,세명전기,032509,기타 금속가공제품 제조업,"15,246,000","7,623,000,000",500,원(KRW),051 -316 -6887,부산광역시 사상구 대동로 188,017510.KQ,KOSDAQ:017510,
코스닥,214310,세미콘라이트,032601,반도체 제조업,"5,209,500","2,604,750,000",500,원(KRW),031-282-6425,경기도 용인시 기흥구 원고매로2번길 49(고매동),214310.KQ,KOSDAQ:214310,
코스닥,011560,세보엠이씨,064202,건물설비 설치 공사업,"10,530,000","5,265,000,000",500,원(KRW),02 - 2046 - 7922,서울특별시 서초구 효령로 341,011560.KQ,KOSDAQ:011560,
코스닥,096690,세우테크,032603,컴퓨터 및 주변장치 제조업,"10,000,000","5,000,000,000",500,원(KRW),031-459-8200,경기도 오산시 가장산업동로 28-6,096690.KQ,KOSDAQ:096690,
코스닥,100700,세운메디칼,032103,의료용품 및 기타 의약관련제품 제조업,"43,800,000","4,380,000,000",100,원(KRW),041-584-2903,충청남도 천안시 서북구 입장면 도림길 60 (주)세운메디칼,100700.KQ,KOSDAQ:100700,
코스닥,024830,세원물산,033003,자동차 부품 제조업,"8,350,000","4,175,000,000",500,원(KRW),053 -582 -5161,경상북도 영천시 도남공단길 53,024830.KQ,KOSDAQ:024830,
코스닥,036630,세종텔레콤,106102,전기통신업,"200,326,126","100,163,063,000",500,원(KRW),070-7997-6766,서울특별시 강동구 상일로10길 36세종텔레콤 지식산업센터,036630.KQ,KOSDAQ:036630,
코스닥,039310,세중,147502,여행사 및 기타 여행보조 서비스업,"18,121,667","9,060,833,500",500,원(KRW),02-2126-7777,서울시 중구 태평로 2가 150 삼성생명빌딩 지하 1층,039310.KQ,KOSDAQ:039310,
코스닥,080440,세진전자,033003,자동차 부품 제조업,"18,853,956","9,426,978,000",500,원(KRW),02-2106-2309,"서울특별시 금천구 벚꽃로 278(가산동, SJ테크노빌4층)",080440.KQ,KOSDAQ:080440,
코스닥,067770,세진티에스,032602,전자부품 제조업,"8,396,593","4,198,296,500",500,원(KRW),(031)650-3700,경기도 안성시 원곡면 지문로 51-43,067770.KQ,KOSDAQ:067770,
코스닥,053450,세코닉스,032703,"안경, 사진장비 및 기타 광학기기 제조업","8,117,475","4,058,737,500",500,원(KRW),031-860-1000,경기도 동두천시 평화로2862번길 28,053450.KQ,KOSDAQ:053450,
코스닥,158310,세호로보트,032902,특수 목적용 기계 제조업,"4,221,000","2,110,500,000",500,원(KRW),031-8085-0700,"경기도 안산시 상록구 수인로 736 (사사동,119-84)",158310.KQ,KOSDAQ:158310,
코스닥,049180,셀루메드,032101,기초 의약물질 및 생물학적 제제 제조업,"29,128,482","72,821,205,000","2,500",원(KRW),02-2104-0475,"서울특별시 금천구 디지털로 130 402(가산동, 에이스테크노타워 9차)",049180.KQ,KOSDAQ:049180,
코스닥,068270,셀트리온,032101,기초 의약물질 및 생물학적 제제 제조업,"112,026,287","112,026,287,000","1,000",원(KRW),032-850-5000,인천광역시 연수구 아카데미로 23,068270.KQ,KOSDAQ:068270,
코스닥,068760,셀트리온제약,032102,의약품 제조업,"20,858,172","10,429,086,000",500,원(KRW),02-2216-3611,충청북도 청주시 청원구 오창읍 2산단로 82셀트리온제약,068760.KQ,KOSDAQ:068760,
코스닥,053110,소리바다,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업","31,400,495","15,700,247,500",500,원(KRW),02-562-7188,서울시 강남구 논현동 225-5 논현동자동차전시장빌딩 4~5층,053110.KQ,KOSDAQ:053110,
코스닥,052190,소프트맥스,105802,소프트웨어 개발 및 공급업,"6,210,000","3,105,000,000",500,원(KRW),02 -598 -2554,서울특별시 서초구 서초대로48길 33 서초동 허브-원,052190.KQ,KOSDAQ:052190,
코스닥,032680,소프트센,074605,기계장비 및 관련 물품 도매업,"30,224,705","15,183,781,000",500,원(KRW),02-2027-3800,서울특별시 서초구 반포대로 13 서초동 아이티센빌딩 6층,032680.KQ,KOSDAQ:032680,
코스닥,054920,소프트포럼,105802,소프트웨어 개발 및 공급업,"11,840,000","5,920,000,000",500,원(KRW),031-622-6300,경기도 성남시 분당구 대왕판교로644번길 49 한컴타워 9층,054920.KQ,KOSDAQ:054920,
코스닥,066910,손오공,033304,"인형,장난감 및 오락용품 제조업","21,896,161","10,948,080,500",500,원(KRW),02-2610-8750,경기도 부천시 원미구 안곡로 266 -,066910.KQ,KOSDAQ:066910,
코스닥,043100,솔고바이오,032701,의료용 기기 제조업,"64,388,530","32,194,265,000",500,원(KRW),031-610-4052,경기 평택시 서탄면 금암리 34-6,043100.KQ,KOSDAQ:043100,
코스닥,070300,솔라시아,105802,소프트웨어 개발 및 공급업,"6,166,074","3,083,037,000",500,원(KRW),02-2082-0777,서울시 구로구 디지털로 306 대륭포스트타워2차 508호,070300.KQ,KOSDAQ:070300,
코스닥,154040,솔루에타,032602,전자부품 제조업,"11,026,516","5,513,258,000",500,원(KRW),031-508-2655,경기도 안산시 단원구 별망로519번길 27,154040.KQ,KOSDAQ:154040,
코스닥,035610,솔본,126801,부동산 임대 및 공급업,"27,345,997","13,672,998,500",500,원(KRW),02-580-2999,"서울특별시 강남구 학동로95길 51 청담동,청담스포피아",035610.KQ,KOSDAQ:035610,
코스닥,036830,솔브레인,032004,기타 화학제품 제조업,"16,563,161","8,281,580,500",500,원(KRW),031 -719 -0700,경기도 성남시 분당구 판교로255번길 24,036830.KQ,KOSDAQ:036830,
코스닥,039230,솔브레인이엔지,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","36,427,443","18,213,721,500",500,원(KRW),02-3282-7026,서울특별시 금천구 가산로9길 78 솔브레인이엔지 주식회사,039230.KQ,KOSDAQ:039230,
코스닥,086980,쇼박스,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","62,600,000","31,300,000,000",500,원(KRW),02-3218-5500,서울특별시 강남구 남부순환로379길 5,086980.KQ,KOSDAQ:086980,
코스닥,084180,수성,032901,일반 목적용 기계 제조업,"8,200,000","4,100,000,000",500,원(KRW),032-818-5160,인천광역시 서구 로봇랜드로249번길 46-39,084180.KQ,KOSDAQ:084180,
코스닥,094840,슈프리마,032604,통신 및 방송 장비 제조업,"14,728,000","7,364,000,000",500,원(KRW),031-783-4505,경기도 성남시 분당구 정자일로 248 파크뷰 16층,094840.KQ,KOSDAQ:094840,
코스닥,192440,슈피겐코리아,033309,그외 기타 제품 제조업,"6,216,363","3,108,181,500",500,원(KRW),070-4018-1200,서울특별시 금천구 가산디지털1로 128 1709호,192440.KQ,KOSDAQ:192440,
코스닥,099440,스맥,032902,특수 목적용 기계 제조업,"21,899,580","10,949,790,000",500,원(KRW),055-340-4800,경상남도 김해시 주촌면 골든루트로 157-10,099440.KQ,KOSDAQ:099440,
코스닥,115570,스타플렉스,032202,플라스틱제품 제조업,"5,831,681","2,915,840,500",500,원(KRW),043-881-1361,충청북도 음성군 삼성면 대성로 417,115570.KQ,KOSDAQ:115570,
코스닥,032860,스틸앤리소시즈,053803,금속 및 비금속 원료 재생업,"16,825,074","8,412,537,000",500,원(KRW),02-3452-8449,충청남도 아산시 인주면 인주산단로 65,032860.KQ,KOSDAQ:032860,
